연번,공원명,공원개요,조경/기반시설,운동시설,편의/교양시설,기타시설,이미지,공원주소,전화번호,X좌표(WGS84),Y좌표(WGS84),바로가기
119,신사근린공원,남으로는 봉산공원 매봉산 월드컵공원이 위치하고 동으로는 진관?갈현공원 북한산과 연결된 서울의 서북단의 외곽녹지를 형성하고 있는 공원이다. 주능선이 남북으로 길게 발달해 있고 가장 높은 봉우리가 270m로 비교적 높지 않은 경사가 완만한 산이며 주택가 생활권 주변으로 등산로가 발달되어 많은 주민들이 즐겨 이용하고 있는 산중의 하나다. 이곳에는 조선왕조의 왕후의 묘(창능 명능 익능 홍능 경능)가 위치한 서오능이 연접해 있고 상수리?굴참?신갈나무 등 참나무류와 소나무림이 군집해 있다. 특히 서울도심에서 보기 어려운 극상 수종인 서어나무 군집지가 분포하고 있는 등 양호한 생태환경이 보전되어 있는 산으로 현재 은평구에서 역사와 문화 자연생태를 배우고 체험하는 앵봉산 숲속여행지로 이용하고 있다. 서식 식물은 총 77여종이며 조류의 경우 총 6목 18과 29종(텃새20종) 겨울철새 3종 여름철새 6종 등이 서식하고 있다. 보호가 요구되는 법적 보호종은 천연기념물 제323호인 황조롱이와 맹금류인 말똥가리가 가끔 관찰된다. 양서류 파충류로는 도룡뇽 청개구리 북방산개구리 3종이 발견되며 곤충류로는 주로 나비목 및 파리목의 곤충이 관찰된다.,"산책로, 자연학습장, 놀이터 ",-,-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1735,서울특별시 은평구 신사동 산80-4,02-351-8004,126.9102948,37.5920771,
120,광평근린공원,서울시 유형문화재 제48호인 광평대군 묘역을 중심으로 지정된 공원으로 대모산 동북쪽에 위치하고 있으며 광평대군 묘역은 광평대군 묘소를 비롯한 태조의 아들 무안 대군 방 번의 묘소 등 그 종문의 700 여기의 묘소가 있으며 전주이씨 광평대군파종회에서 관리하고 있다. ,-,-,"사당, 재실, 종회당 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1946,서울특별시 강남구 수서동 산10-1,02-3423-6243,127.092184,37.4880445,
121,청담근린공원,청담공원은 고층 아파트와 단독주택지 상가가 밀집된 청담동에 위치한 산지형 공원으로 도심의 중요한 자연공간이다. 공원에 들어서면 마치 숲 속에 들어온 듯한 착각을 일으킬 정도로 실개천의 물소리와 산새들의 새소리가 들리며 산을 올라가면 다양한 운동을 할 수 있는 운동공간과 시를 읽으며 산책할 수 있는 시비 광장이 조성되어 있다. 또한 공원 내 위치한 청소년회관은 청소년과 공원 이용객들에게 수준 높은 문화 프로그램을 제공한다. ,"실개천, 운동광장 ","배드민턴장, 농구장 ","청소년회관, 시비광장, 약수터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1948,서울특별시 강남구 청담동 66,02-3423-6244,127.052453,37.5213259,
122,허브천문공원,"일자산근린공원에 포함되어 있는 공원으로, 길동생태공원 맞은편에 허브천문공원이 위치한다. 이곳은 안정적인 수돗물 공급을 위한 배수지가 있는 곳으로 웰빙시대를 맞이하여 주민들에게 쾌적한 공간을 제공하고자 상수도사업본부와 강동구가 협력하여 하늘과 땅을 잇는 천문과 햇빛이 풍부하고 바람이 잘 통하는 곳에서 잘 자라는 허브를 테마로 배수지 상단부에 조성한 공원이다. 허브원, 작은천문대 등으로 구성된 허브천문공원은 한민족 고유의 전통사상인 삼재(天地人) 사상에서 공간개념을 도출하여 우주공간(자미원, 태미원, 천시원, 별자리, 은하수 등)을 공원에 투영하고 음양 오행 사상에 기초하여 시설물 및 수목 등을 배치한 것이 그 특징이다. ","전망데크, 휴게데크, 그늘막 ",-,"유리온실, 관천대, 별자리조명 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1917,서울특별시 강동구 둔촌동 산94,02-3425-6447,127.1533951,37.5372715,
123,GTX연신849광장(구 물빛공원),"GTX-A 개통에 맞춰 노후된 물빛공원을 확장?리모델링하여 조성된 연신내역의 새로운 랜드마크 광장. 야외무대와 미디어월, 계절 정원을 갖춘 복합 문화 공원으로서 주민들에게 탁 트인 휴식처를 제공한다. 사계절 축제와 공연이 활발히 열리는 은평구의 핵심 소통 거점이자 지역 상권을 잇는 활력의 중심지로 자리 잡고 있다.",-,-,"야외무대, 미디어월, 음수대 ",-,,서울특별시 은평구 통일로 849,02-351-8014,126.9207354,37.619052,
124,숭인근린공원,서울특별시 종로구 숭인동 동망산(東望山)에 있는 공원이다. 동망산공원이라고도 한다. 면적 45615㎡로서 주민들이 휴식과 산책 가벼운 운동을 할 수 있는 자연친화적 공간이다. 공원 안에는 정자와 체력단련시설 관리사무소 화장실 등이 있다. 공원이 있는 동망산의 봉우리를 동망봉이라 부르는데 단종이 영월로 귀양을 가자 단종비 송씨(정순왕후)가 초가암자 정업원(淨業院)을 짓고 동쪽 영월을 바라보며 단종을 그리워한 곳이라 하여 붙여진 이름이다. 2008년 4월 이 공원에서 정순왕후를 기리는 추모제가 열렸다.,-,-,-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1740,서울특별시 종로구 숭인동 58,02-2148-2843,127.0178267,37.5764419,
125,서일대뒷산공원,망우동과 면목동 경기도 구리시에 걸쳐있는 망우산은 해발 281.7m이며 망우산 일대에는 묘지가 있다. 1933년 5월 27일 경기도의 임야 일부를 경성부에서 양도받아 묘지로 사용하게 되면서부터 묘지가 들어서게 되었다. 현재 서울시 안에 있는 유일한 공동묘지로 총면적 190884평에 약 15532기의 분묘가 있으며 1973년 3월 25일 봉분이 가득 차서 매장을 금지하고 있다. 우리나라 어린이운동의 효시인 방정환 독립운동가이며 민족대표 33인의 한분인 오세창 한용운 우두보급의 선구자로 의학자이며 국어학자인 지석영 임시정부 내무부서기를 역임한 독립운동가 문명훤 동일일보 주필과 한국민주당 창당을 주도했던 장덕수 제헌국회의원이며 진보당 당수였던 조봉암 등의 묘소가 있다. 망우동 산 57-1번지일대 망우리 공원 내의 5.2㎞의‘사색의 길’이라는 산책로가 있어 많은 시민들이 찾고 있다.,-,-,순국선열 추념탑 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1741,서울특별시 중랑구 면목동 산19,02-2094-2363,127.0987817,37.5877155,
126,용마도시자연공원(사가정공원),2005년 4월 13일 개장한 사가정공원은 면목동 산 50번지 일대의 면목약수터지구 입구에 약 3만3천2백여면 규모로 조성되었다. 공원의 명칭은 용마산 부근에서 거주했던 조선 전기의 문인인 서거정 선생의 정취를 느낄 수 있도록 그의 호를 따서 지어졌다. 또한 그의 대표적인 시 4편을 골라 시비를 만들어 설치함으로써 공원이용객들이 산책과 함께 명시를 감상할 수 있는 기회를 제공하고 있다. 이곳에서 피크닉장 어린이놀이터 체력단련시설 자연형계류 사가정(전통정자) 다목적광장 냇가휴게소 등 다양한 휴게 시설과 운동시설 조경시설이 갖춰져 있어 주민들의 수준 높고 쾌적한 휴식공간이자 중랑구의 명소로 자리잡고 있다. 한편 사가정공원 오른편에는 수영장과 체력단련장 대체육관 등을 갖춘 지하2층 지상3층 연면적 6109㎡(1848평)규모의‘중랑문화체육관’이 2006년 9월25일 개관하였다. ,놀이터 ,"체력단련장, 체육관 ",피크닉장 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1947,서울특별시 중랑구 면목7동 산50 ,02-2094-2993,127.095997,37.5797622,
127,문화비축기지,매봉산자락에 위치한 문화비축기지는 폐산업시설인 '마포석유비축기지'를 재생하여 역사적 의미를 보존하며 지속가능한 생태 문화적시민 활동을 위한 문화공원입니다. 2013년 시민의 참여를 통해석유비축탱크 활용 아이디어를 공모하고 2014년국제현상설계공모 당선작 '땅으로부터 읽어낸 시간' 을바탕으로 산업유산 재생과 석유비축탱크의 공간적 특성을 살려 친환경 복합 문화공간으로 조성되었습니다.  기존의 5개의탱크는 공연장 전시장 다목적파빌리온으로재생하고 새롭게 신축하는 1개의탱크는 커뮤니티센터 임시주차장이었던 넓은 야외공간은 문화마당으로 재탄생하여 시민들의 휴식과 다양한 커뮤니티 활동이 가능한 공간으로 조성되었습니다. ,"문화마당, 녹지 ",-,6개의탱크 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1945,서울특별시 마포구 증산로 87,02-376-8410,126.8932455,37.57171848,http://parks.seoul.go.kr/template/sub/culturetank.do
128,경춘선숲길,일제 강점기때 우리 민족의 자본으로 만든 최초의 철도시설로 1939년 7월 25일 개통 2010년 12월 20일을 끝으로 71년간의 마지막 열차운행을 마치고 폐선이 되었습니다.  버려졌던 폐철길을 2013년부터 단계적으로 공원으로 조성하여 경춘선의 추억을 되살리고 다시금 생명이 깃든 길을 만들어 천천히 쉬어가며 자연과 나란히 걸을 수 있게 재탄생 시켜 나가고 있습니다.  ,"텃밭, 잔디광장, 철길, 산책로 ",-,무궁화호 객차(방문자센터) ,경춘철교 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1906,노원구 공릉2동 산 82-2,02-3783-5977,127.076482,37.627077,
129,율현공원,"율현공원은 세곡2지구의 동남쪽 영역에 있으며 아파트와 인접해 있는 북쪽 구간은 너른 잔디광장과 랜드마크 역할을 하는 공원 관리동, 그리고 책쉼터가 있어 시민들이 여유롭게 쉴 수 있으며, 남쪽 구간은 탄천과 돌산근린공원의 빗물이 모이는 저류지와 장미원, 놀이터, 다목적 운동시설 등이 있습니다.","잔디광장, 조형쉼터, 조형파고라, 수경시설, 어린이놀이터 ","게이트볼장, 다목적구장, 체력단련시설 ","정자, 화장실, 음수대, 근로자대기실 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1738,서울특별시 강남구 밤고개로24길 91(율현동 56),02-459-9451~2,127.115594,37.472332,
130,서울로7017,서울로7017은 70년대 준공된 서울역 고가가 안전에 문제점이 도출되면서 철거가 될 상황에 놓여지게 되었는데 이를 상징적으로는 서울의 관문이자 지역재생의 촉매제 역할을 담당하는 17개의 사람길로 재탄생된 곳입니다. 공중보행로의 기능과 녹지가 결합되어 살아있는 식물도감이 되며 1km의 도심전망대 역할까지 수행하고 있습니다.,-,-,-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1477,서울로7017,02-313-7017,,,https://parks.seoul.go.kr/template/sub/seoullo7017.do
131,서울식물원,"서울식물원은 식물원과 도시공원의 성격이 결합된 서울시 최초의 도시형 식물원으로서 서울의 마지막 미개발지 마곡지구에 조성되어 식물원과 공원이 유기적으로 결합된 공원 속 식물원으로 지속가능한 녹색도시 서울의 미래상을 제시하고 있습니다. 서울식물원은 크게 4개(열린숲, 호수원, 습지원, 주제원)의 구역으로 나누어져 있으며 각각의 구역마다 고유의 특성을 갖춰 식물원 속에서도 4가지의 색깔을 느낄 수 있습니다. 특히 주제원 내에 위치한 전시온실은 세계 유일의 오목한 접시 모양의 온실로 열대와 지중해에 위치한 12개 도시 자생식물이 전시되어 각 기후대의 특색 있는 식물, 식물문화를 경험할 수 있습니다. 한국의 식물과 식물문화를 보여주는 8개 정원으로 구성된 주제정원은 계절별 다양한 식물 전시로 시민들에게 가장 많은 사랑을 받고 있으며, 식물 관련 복합 문화공간인 식물문화센터 내에는 식물종의 기원과 역사를 알 수 있는 상설전시관, 서울식물원의 이미지를 담은 기념품과 식물원에서 재배하는 식물 및 가정에서 기르기 쉬운 식물들을 판매하는 기프트숍, 토종?야생 씨앗 등이 전시되어 있는 씨앗도서관, 다채로운 전시가 이루어지는 프로젝트홀, 식물 관련 전문 서적을 열람할 수 있는 식물도서관, 식물에 대한 다양한 궁금증을 해소할 수 있는 정원상담실, 종자배양 및 각종 식물 연구가 이루어지는 식물연구소가 있어 시민들에게 생활 속 식물문화를 향유할 수 있는 기회를 제공하고 있습니다.","진입광장, 둘레숲, 잔디마당, 햇살정원, 목본류전시장",-,"숲문화학교, LG아트센터, 방문자센터",-,https://botanicpark.seoul.go.kr/front/main.do,서울특별시 강서구 마곡동로 161 서울식물원,02-2104-9716,126.83483,37.569781,https://botanicpark.seoul.go.kr/front/main.do
132,서소문역사공원,"원래는 서소문 밖 네거리 처형지로, 1801년 신유박해부터 1866년 병인박해부터 천주교인, 동학농민운동 지도자, 군인 등 사회개혁 세력들뿐만 아니라 1801년 신유박해부터 1866년 병인박해까지 많은 천주교인이 이곳에서 처형되었다. 처형된 천주교인 중 44명이 성인이 되어 국내 최대의 천주교 성지로도 자리 잡았다. 서소문은 아현과 남대문 밖의 칠패 시장으로 통하던 문으로 일찍부터 사람들이 붐비던 곳으로 현재는 전시기념관과 추모공간, 공원으로 조성하여 일반시민들에게 개방하고 있다.",-,-,-,-,,서울특별시 중구 의주로2가 16-2,02-3396-5854,126.969742,37.560868,https://parks.seoul.go.kr/parks/detailView.do?pIdx=1386
133,순화문화공원,"서울역과 서울시청 사이에 위치한 공원으로 2023년 재조성 공사를 하여 운동?놀이?휴게시설 등 노후시설을 교체하여 기존의 어두운 분위기를 탈피하였고, 다양한 수목?초화류를 식재하여 계절감을 느낄 수 있다.",-,-,-,-,https://parks.seoul.go.kr/parks/detailView.do?pIdx=1385,서울특별시 중구 순화동 216-2,02-3396-5852,126.971584,37.560215,https://parks.seoul.go.kr/parks/detailView.do?pIdx=1385
